# Sheet: Sheet1
Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Assistance_Type_Normalized,Category
KRISTINE-LEON,2024,10,Lanao Del Norte,MAIGO,32,147,9,,,,1,9,10,94,113454.8,"['BLANKET', 'FAMILY FOOD PACK', 'JERRY CAN', 'SHELTER REPAIR KIT', 'TARPAULIN']","['FAMILY FOOD PACK', 'KITCHEN KIT', 'SHELTER KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,10,Camiguin,MAMBAJAO,12,56,6,,,,12,0,12,0,3200,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
KRISTINE-LEON,2024,10,Bukidnon,MARAMAG,1,1,1,1,0,0,,,,1,40000,['AICS'],['FINANCIAL / SOCIAL ASSISTANCE']
KRISTINE-LEON,2024,10,Lanao Del Norte,MATUNGAO,40,181,4,,,,0,7,7,,,,
KRISTINE-LEON,2024,10,Misamis Oriental,MEDINA,2,15,1,,,,,,,,,,
KRISTINE-LEON,2024,10,Misamis Occidental,OZAMIZ,83,415,23,,,,,,,178,339030,"['FAMILY FOOD PACK', 'FAMILY KIT', 'HYGIENE KIT', 'KITCHEN KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SLEEPING KIT']"
KRISTINE-LEON,2024,10,Camiguin,SAGAY CITY,,,,,,,1,7,8,,,,
KRISTINE-LEON,2024,10,Misamis Oriental,SUGBONCOGON,,,,,,,3,90,93,,,,
KRISTINE-LEON,2024,10,Lanao Del Norte,SULTAN NAGA DIMAPORO,14,49,5,,,,2,9,11,,,,
KRISTINE-LEON,2024,10,Misamis Oriental,TAGOLOAN,,,,,,,1,6,7,,,,
KRISTINE-LEON,2024,10,Misamis Oriental,TALISAYAN,2474,4812,18,,,,1,53,54,2478,1774206,"['FAMILY FOOD PACK', 'FAMILY KIT', 'HYGIENE KIT', 'KITCHEN KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SLEEPING KIT']"
KRISTINE-LEON,2024,10,Lanao Del Norte,TUBOD,49,213,6,,,,5,43,48,115,210231.68,"['BLANKET', 'FAMILY FOOD PACK', 'JERRY CAN', 'SHELTER REPAIR KIT', 'TARPAULIN']","['FAMILY FOOD PACK', 'KITCHEN KIT', 'SHELTER KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,11,Davao Del Sur,DIGOS,6,25,1,,,,2,4,6,,,,
KRISTINE-LEON,2024,11,Davao Occidental,DON MARCELINO,375,1505,7,,,,11,365,376,105,62737.5,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,11,Davao Oriental,GOVERNOR GENEROSO,2891,11564,15,,,,0,12,12,,,,
KRISTINE-LEON,2024,11,Davao Occidental,JOSE ABAD SANTOS,798,3194,12,,,,,,,,,,
KRISTINE-LEON,2024,11,Davao Occidental,MALITA,2472,9894,13,,,,3,11,14,,,,
KRISTINE-LEON,2024,11,Davao City,NO BREAKDOWN,25,46,1,,,,4,18,22,,,,
KRISTINE-LEON,2024,11,Davao Oriental,TARRAGONA,61,245,3,,,,26,33,59,,,,
KRISTINE-LEON,2024,12,Cotabato,ARAKAN,147,735,1,,,,0,10,10,147,104370,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,12,South Cotabato,GENERAL SANTOS,9,29,1,,,,6,3,9,,,,
KRISTINE-LEON,2024,12,Sarangani,GLAN,1138,5690,11,,,,6,3,9,,,,
KRISTINE-LEON,2024,12,Cotabato,KABACAN,645,2966,3,,,,,,,,,,
KRISTINE-LEON,2024,12,Sultan Kudarat,KALAMANSIG,3062,15310,13,,,,,,,40,28400,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,12,Sarangani,KIAMBA,7,35,1,,,,1,6,7,,,,
KRISTINE-LEON,2024,12,Cotabato,LIBUNGAN,2399,6836,10,,,,1,0,1,2399,1693190,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,12,Sultan Kudarat,LUTAYAN,257,1133,3,,,,,,,257,137417.9,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,12,Sarangani,MAASIM,23,121,6,,,,3,20,23,,,,
KRISTINE-LEON,2024,12,Cotabato,MAGPET,124,620,2,,,,37,87,124,3956,433814,"['ASCORBIC ACID', 'BLANKET', 'FAMILY FOOD PACK', 'FAMILY KIT', 'HYGIENE KIT', 'KITCHEN KIT', 'LAGUNDI', 'ORAL REHYDRATION', 'PARACETAMOL', 'SLEEPING KIT', 'TARPAULIN']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'MEDICAL', 'OTHERS', 'SHELTER KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,12,Sarangani,MAITUM,31,155,6,,,,1,4,5,,,,
KRISTINE-LEON,2024,12,Cotabato,MIDSAYAP,3779,17304,17,,,,,,,3673,2607830,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,12,Cotabato,PIGCAWAYAN,3691,18450,22,,,,2,5,7,4191,3543610,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'MODULAR TENT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SHELTER KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,12,Cotabato,PIKIT,11055,39625,12,,,,,,,11055,7849050,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,12,Sultan Kudarat,SENATOR NINOY AQUINO,513,2560,7,,,,1,0,1,513,312930,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,3RD DISTRICT,,,,,,,,,,2200,1621708,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,ABULUG,22,52,5,,,,0,3,3,56,66546.08,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Quirino,AGLIPAY,109,340,8,,,,,,,144,121495.45,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Cagayan,ALCALA,111,340,1,,,,,,,222,157620,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,ALCALA,1104,4777,10,,,,,,,2546,1786479.22,"['FAMILY FOOD PACK', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Nueva Vizcaya,ALFONSO CASTAÑEDA,2,9,1,,,,,,,,,,
KRISTINE-LEON,2024,2,Nueva Vizcaya,ALFONSO CASTAÑEDA,166,509,3,,,,,,,,,,
KRISTINE-LEON,2024,2,Isabela,ALICIA,2747,13435,34,,,,,,,3110,2568486.51,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'FAMILY TENT', 'HYGIENE KIT', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SHELTER KIT', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Cagayan,ALLACAPAN,1,7,1,,,,,,,,,,
KRISTINE-LEON,2024,2,Cagayan,ALLACAPAN,242,710,13,,,,,,,500,379810,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Nueva Vizcaya,AMBAGUIO,34,141,4,,,,0,3,3,139,114802.73,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,AMULUNG,1619,4563,16,,,,2,0,2,4119,2919176.49,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,ANGADANAN,106,261,9,,,,,,,234,381611.88,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Cagayan,APARRI,8920,36302,21,,,,,,,1626,1183462,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,APARRI,1476,5476,16,,,,1,10,11,1790,1049203.9,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Nueva Vizcaya,ARITAO,22,83,4,1,0,0,,,,21,14015.61,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Isabela,AURORA,14,49,1,,,,,,,,,,
KRISTINE-LEON,2024,2,Isabela,AURORA,309,1023,16,,,,,,,,,,
KRISTINE-LEON,2024,2,Nueva Vizcaya,BAGABAG,14,61,1,,,,,,,,,,
GORING-HANNA-INENG,2023,2,Cagayan,BAGGAO,588,1580,21,,,,,,,544,417392,"['FAMILY FOOD PACK', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Cagayan,BAGGAO,3790,10889,44,,,,,,,2158,1724220.72,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Cagayan,BALLESTEROS,596,2091,10,,,,,,,641,432211.6,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,BALLESTEROS,1,6,1,,,,,,,,,,
KRISTINE-LEON,2024,2,Nueva Vizcaya,BAMBANG,15,43,3,,,,,,,17,17000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Batanes,BASCO,10,26,2,,,,,,,9,7055.37,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
HENRY,2022,2,Batanes,BASCO,2,10,1,,,,,,,,,,
KRISTINE-LEON,2024,2,Batanes,BASCO,4336,11594,6,,,,1,105,106,,,,
KRISTINE-LEON,2024,2,Isabela,BENITO SOLIVEN,1055,3118,9,,,,,,,34,59388.82,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK']","['CLOTHING KIT', 'FAMILY FOOD PACK']"
GORING-HANNA-INENG,2023,2,Cagayan,BUGUEY,2642,9277,29,,,,,,,340,245256,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,BUGUEY,86,280,6,,,,,,,,,,
KRISTINE-LEON,2024,2,Isabela,BURGOS,43,146,4,,,,,,,43,32080.15,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,CABAGAN,77,274,7,,,,,,,59,58137.92,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK']","['CLOTHING KIT', 'FAMILY FOOD PACK']"
KRISTINE-LEON,2024,2,Quirino,CABARROGUIS,205,573,7,,,,,,,205,115220.25,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Isabela,CABATUAN,4,15,2,,,,,,,4,2880,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,CABATUAN,210,633,13,,,,0,1,1,415,416058.86,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Cagayan,CALAYAN,92,290,4,,,,,,,80,79705,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']"
KRISTINE-LEON,2024,2,Cagayan,CALAYAN,1075,3125,12,,,,,,,1000,746050,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Cagayan,CAMALANIUGAN,651,2316,22,,,,,,,,,,
KRISTINE-LEON,2024,2,Cagayan,CAMALANIUGAN,311,1244,13,,,,,,,106,74778.76,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,CAUAYAN CITY,563,2204,20,,,,,,,1000,801970,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,CLAVERIA,72,191,8,,,,,,,38,52060,['SLEEPING KIT'],['SLEEPING KIT']
KRISTINE-LEON,2024,2,Isabela,CORON,21,68,2,,,,,,,,,,
KRISTINE-LEON,2024,2,Isabela,DELFIN ALBANO,173,528,13,,,,0,4,4,,,,
KRISTINE-LEON,2024,2,Nueva Vizcaya,DIADI,10,31,2,,,,,,,,,,
KRISTINE-LEON,2024,2,Quirino,DIFFUN,41,139,5,,,,,,,51,37624.05,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Isabela,DINAPIGUE,160,421,6,,,,,,,,,,
GORING-HANNA-INENG,2023,2,Isabela,DIVILACAN,169,619,10,,,,,,,,,,
KRISTINE-LEON,2024,2,Isabela,DIVILACAN,199,690,12,,,,0,4,4,318,249368.92,"['FAMILY FOOD PACK', 'READY TO EAT FOOD']","['FAMILY FOOD PACK', 'READY TO EAT FOOD']"
KRISTINE-LEON,2024,2,Nueva Vizcaya,DUPAX DEL NORTE,17,52,3,,,,,,,,,,
KRISTINE-LEON,2024,2,Nueva Vizcaya,DUPAX DEL SUR,1,5,1,,,,,,,,,,
KRISTINE-LEON,2024,2,Isabela,ECHAGUE,3,11,3,,,,,,,175,121845.5,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,ENRILE,1064,4989,8,,,,,,,1700,1183642,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,GAMU,37,99,4,,,,,,,,,,
GORING-HANNA-INENG,2023,2,Cagayan,GATTARAN,721,2535,28,,,,,,,131,65500,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,GATTARAN,1333,4152,35,,,,,,,409,305134.45,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Cagayan,GONZAGA,1004,3678,18,,,,0,6,6,471,306720,"['FAMILY FOOD PACK', 'OTHER FOOD ITEM']",['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,GONZAGA,680,1975,18,,,,,,,189,133331.94,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Cagayan,IGUIG,150,438,3,,,,,,,121,84148,"['FAMILY FOOD PACK', 'FAMILY KIT']","['FAMILY FOOD PACK', 'OTHERS']"
KRISTINE-LEON,2024,2,Cagayan,IGUIG,86,410,3,,,,,,,73,54461.65,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Isabela,ILAGAN CITY,5,22,1,,,,,,,,,,
KRISTINE-LEON,2024,2,Isabela,ILAGAN CITY,13844,35361,44,,,,,,,5000,3026300,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Batanes,ITBAYAT,16,48,4,,,,,,,,,,
KRISTINE-LEON,2024,2,Batanes,ITBAYAT,1033,2733,5,,,,0,228,228,,,,
GORING-HANNA-INENG,2023,2,Batanes,IVANA,5,16,3,,,,,,,,,,
KRISTINE-LEON,2024,2,Batanes,IVANA,480,1594,4,,,,0,30,30,46,32451.16,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,JONES,60,160,3,,,,,,,50,35195.5,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Nueva Vizcaya,KASIBU,5,20,1,,,,,,,15,9000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Cagayan,LAL LO,796,2681,22,,,,,,,,,,
KRISTINE-LEON,2024,2,Cagayan,LAL LO,682,2356,21,,,,,,,670,683868.99,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Cagayan,LASAM,103,335,3,,,,,,,79,56880,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,LASAM,351,1287,13,,,,,,,,,,
KRISTINE-LEON,2024,2,Isabela,LUNA,21,56,3,,,,,,,115,81127.9,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Isabela,MACONACON,131,427,8,,,,,,,91,65520,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,MACONACON,447,1548,10,,,,,,,711,574943.04,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Quirino,MADDELA,87,241,7,,,,,,,72,40467.6,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Batanes,MAHATAO,674,1798,4,,,,0,28,28,2,4000,['ASSORTED GOOD'],
KRISTINE-LEON,2024,2,Isabela,MALLIG,90,280,5,,,,0,2,2,,,,
KRISTINE-LEON,2024,2,Quirino,NAGTIPUNAN,188,652,6,,,,1,2,3,120,67446,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,NAGUILIAN,31,130,5,,,,0,2,2,108,188401.68,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Batanes,NO BREAKDOWN,,,,,,,,,,11,2000,['ASSORTED GOOD'],
KRISTINE-LEON,2024,2,Cagayan,NO BREAKDOWN,,,,,,,,,,935,494250.35,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Isabela,PALANAN,237,810,7,,,,,,,13,6656,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,PALANAN,297,1065,10,,,,,,,62,45361.06,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,PAMPLONA,164,435,12,,,,,,,127,89593.42,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Cagayan,PEÑABLANCA,1,2,1,,,,,,,,,,
KRISTINE-LEON,2024,2,Cagayan,PEÑABLANCA,177,492,7,,,,,,,37,102115.93,['FAMILY CLOTHING KIT'],['CLOTHING KIT']
GORING-HANNA-INENG,2023,2,Cagayan,PIAT,98,353,6,,,,,,,,,,
KRISTINE-LEON,2024,2,Cagayan,PIAT,25,92,5,,,,,,,17,12682.85,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,QUEZON,31,99,3,,,,,,,63,65497.04,"['FAMILY FOOD PACK', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Nueva Vizcaya,QUEZON,51,187,4,,,,,,,23,19050.9,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,QUIRINO,74,233,5,,,,,,,241,256431.62,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Isabela,RAMON,111,358,12,,,,,,,222,298195.92,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Isabela,REINA MERCEDES,1,7,1,,,,,,,3,5218,"['FAMILY FOOD PACK', 'FAMILY KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'OTHERS', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Isabela,REINA MERCEDES,26,60,4,,,,,,,50,55086.5,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']"
GORING-HANNA-INENG,2023,2,Cagayan,RIZAL,180,520,5,,,,,,,,,,
KRISTINE-LEON,2024,2,Cagayan,RIZAL,15,49,2,,,,,,,50,238140.8,"['FAMILY FOOD PACK', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT']"
KRISTINE-LEON,2024,2,Isabela,ROXAS CITY,3853,17308,21,,,,1,3,4,2605,3533355.03,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Batanes,SABTANG,591,1922,6,,,,0,137,137,,,,
GORING-HANNA-INENG,2023,2,Quirino,SAGUDAY,3,8,1,,,,,,,9,10386,"['FAMILY KIT', 'HYGIENE KIT', 'READY TO EAT FOOD']","['HYGIENE KIT', 'OTHERS', 'READY TO EAT FOOD']"
KRISTINE-LEON,2024,2,Quirino,SAGUDAY,53,173,5,,,,,,,78,100160.78,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Isabela,SAN AGUSTIN,107,320,8,,,,,,,32,34057.6,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Isabela,SAN GUILLERMO,15,47,1,,,,,,,1409,1770351.35,"['FAMILY CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']","['CLOTHING KIT', 'FAMILY FOOD PACK', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Isabela,SAN ISIDRO,2,6,1,,,,,,,,,,
KRISTINE-LEON,2024,2,Isabela,SAN ISIDRO,119,367,9,,,,,,,370,334921.63,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Isabela,SAN MANUEL,31,101,5,,,,,,,457,322395.22,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Isabela,SAN MARIANO,47,183,3,,,,,,,,,,
KRISTINE-LEON,2024,2,Isabela,SAN MARIANO,337,1207,19,,,,6,2,8,,,,
KRISTINE-LEON,2024,2,Isabela,SAN MATEO,630,2255,27,,,,,,,40,40844.66,"['FAMILY FOOD PACK', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Isabela,SAN PABLO CITY,2443,7952,6,,,,,,,1500,1044390,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,SANCHEZ MIRA,62,218,6,,,,,,,176,172672.38,"['FAMILY FOOD PACK', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Cagayan,SANTA ANA,209,609,8,,,,0,3,3,,,,
KRISTINE-LEON,2024,2,Cagayan,SANTA ANA,1007,3181,16,,,,,,,1763,1074151.53,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Nueva Vizcaya,SANTA FE,,,,,,,,,,20,16000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,SANTA MARIA,44,168,4,,,,,,,563,463375.5,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT']"
GORING-HANNA-INENG,2023,2,Cagayan,SANTA PRAXEDES,15,52,2,,,,,,,,,,
KRISTINE-LEON,2024,2,Cagayan,SANTA PRAXEDES,131,382,10,,,,0,8,8,,,,
GORING-HANNA-INENG,2023,2,Cagayan,SANTA TERESITA,2132,7739,13,,,,,,,47,57168.25,"['HYGIENE KIT', 'SLEEPING KIT']","['HYGIENE KIT', 'SLEEPING KIT']"
KRISTINE-LEON,2024,2,Cagayan,SANTA TERESITA,366,1230,9,,,,,,,132,93120.72,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,SANTIAGO CITY,3194,12636,28,,,,,,,4500,2734275,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Cagayan,SANTO NIÑO,1159,3936,24,,,,,,,1620,567074.6,"['FAMILY FOOD PACK', 'READY TO EAT FOOD']","['FAMILY FOOD PACK', 'READY TO EAT FOOD']"
KRISTINE-LEON,2024,2,Cagayan,SANTO NIÑO,685,2084,28,,,,0,1,1,88,64383.44,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,SANTO TOMAS,41,89,4,,,,,,,413,219278.22,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Cagayan,SOLANA,383,1499,9,,,,,,,65,46592,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Cagayan,SOLANA,2164,7749,7,,,,,,,1970,1183654.8,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Nueva Vizcaya,SOLANO,37,124,4,,,,,,,,,,
GORING-HANNA-INENG,2023,2,Cagayan,TUAO,4001,15997,13,,,,1,0,1,,,,
KRISTINE-LEON,2024,2,Cagayan,TUAO,70,159,1,,,,,,,140,71204,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
GORING-HANNA-INENG,2023,2,Cagayan,TUGUEGARAO CITY,25,83,1,,,,,,,,,,
KRISTINE-LEON,2024,2,Cagayan,TUGUEGARAO CITY,14905,53911,49,,,,1,1,2,18509,8887677.39,"['BOTTLED WATER', 'FAMILY FOOD PACK']",['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Isabela,TUMAUINI,226,721,14,,,,,,,2492,1690996.44,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,2,Batanes,UYUGAN,453,1541,4,,,,0,20,20,,,,
KRISTINE-LEON,2024,2,Nueva Vizcaya,VILLAVERDE,70,213,3,,,,,,,188,124438.14,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Zambales,1ST DISTRICT,,,,,,,,,,200,126670,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Zambales,2ND DISTRICT,,,,,,,,,,1375,870856.25,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
KRISTINE-LEON,2024,3,Bulacan,3RD DISTRICT,,,,,,,,,,2000,1539520,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
