Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Type,Category
CRISING-EMONG-DANTE,2025,4A,BATANGAS,SANTO TOMAS CITY,198,806,14,,,,,,,,,,
CRISING-EMONG-DANTE,2025,1,LA UNION,SANTOL,2356,8877,11,,,,82,861,943,2591,5505609.5,"['AICS', 'FAMILY FOOD PACK']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
CRISING-EMONG-DANTE,2025,10,LANAO DEL NORTE,SAPAD,93,301,8,,,,3,15,18,,,,
CRISING-EMONG-DANTE,2025,6,CAPIZ,SAPI AN,0,0,0,,,,,,,,,,
CRISING-EMONG-DANTE,2025,6,ILOILO,SARA,0,0,0,,,,,,,,,,
CRISING-EMONG-DANTE,2025,11,DAVAO OCCIDENTAL,SARANGANI,23,113,3,,,,1,1,2,,,,
CRISING-EMONG-DANTE,2025,4A,QUEZON,SARIAYA,318,962,7,,,,,,,,,,
CRISING-EMONG-DANTE,2025,1,ILOCOS NORTE,SARRAT,7,20,3,,,,,,,4,2974.92,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,3,PAMPANGA,SASMUAN,15449,40167,12,,,,,,,3000,2169690,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,6,ANTIQUE,SEBASTE,588,1738,10,0,0,2,35,79,114,685,370934,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,6,ANTIQUE,SIBALOM,715,2280,28,,,,0,19,19,709,753760.5,"['FAMILY FOOD PACK', 'FINANCIAL', 'NON FOOD ITEM']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'OTHERS']"
CRISING-EMONG-DANTE,2025,9,ZAMBOANGA DEL NORTE,SIBUCO,139,682,11,,,,4,57,61,139,67210,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,6,GUIMARAS,SIBUNAG,7641,26292,14,,,,,,,4000,2512500,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
CRISING-EMONG-DANTE,2025,1,ILOCOS SUR,SIGAY,9,26,4,,,,0,1,1,2,2037.82,"['FAMILY FOOD PACK', 'VARIOUS']","['FAMILY FOOD PACK', 'OTHERS']"
CRISING-EMONG-DANTE,2025,6,CAPIZ,SIGMA,4360,21800,15,,,,,,,2700,1456730,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,4A,CAVITE,SILANG,305,1146,8,,,,0,1,1,0,202805,"['NON FOOD ITEM', 'OTHER']",['OTHERS']
CRISING-EMONG-DANTE,2025,6,NEGROS OCCIDENTAL,SILAY CITY,5,13,1,,,,2,11,13,0,23107.37,,
CRISING-EMONG-DANTE,2025,1,ILOCOS SUR,SINAIT,21,76,7,,,,0,2,2,1,598.91,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,4A,LAGUNA,SINILOAN,969,3966,13,,,,1,4,5,0,634914,['NON FOOD ITEM'],['OTHERS']
CRISING-EMONG-DANTE,2025,9,ZAMBOANGA DEL NORTE,SIOCON,5112,25560,14,,,,0,4,4,8,40000,['AICS'],['FINANCIAL / SOCIAL ASSISTANCE']
CRISING-EMONG-DANTE,2025,6,NEGROS OCCIDENTAL,SIPALAY CITY,1048,3166,13,,,,3,14,17,0,653688,,
CRISING-EMONG-DANTE,2025,5,CAMARINES SUR,SIPOCOT,714,2856,2,,,,,,,,,,
CRISING-EMONG-DANTE,2025,9,ZAMBOANGA DEL NORTE,SIRAWAI,2130,6841,23,,,,21,10,31,2089,1493635,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,1,PANGASINAN,SISON,745,2370,20,,,,1,5,6,1019,793485.5,"['FAMILY FOOD PACK', 'FAMILY KIT', 'HYGIENE KIT', 'KITCHEN KIT', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'SLEEPING KIT']"
CRISING-EMONG-DANTE,2025,4B,ORIENTAL MINDORO,SOCORRO,225,870,8,,,,,,,,,,
CRISING-EMONG-DANTE,2025,4B,PALAWAN,SOFRONIO ESPAÑOLA,322,1610,1,,,,,,,300,282708,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,2,NUEVA VIZCAYA,SOLANO,2,7,1,,,,,,,,,,
CRISING-EMONG-DANTE,2025,1,ILOCOS NORTE,SOLSONA,395,1249,8,,,,,,,,,,
CRISING-EMONG-DANTE,2025,5,SORSOGON,SORSOGON CITY,4186,20955,31,,,,,,,,,,
CRISING-EMONG-DANTE,2025,1,PANGASINAN,SUAL,15007,41542,19,,,,74,452,526,,,,
CRISING-EMONG-DANTE,2025,3,ZAMBALES,SUBIC,340,1142,10,,,,3,0,3,54,44118,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,1,LA UNION,SUDIPEN,4694,18994,17,,,,33,753,786,4941,7657060.2,"['AICS', 'FAMILY FOOD PACK', 'VARIOUS']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'OTHERS']"
CRISING-EMONG-DANTE,2025,1,ILOCOS SUR,SUGPON,281,1184,6,,,,7,274,281,,,,
CRISING-EMONG-DANTE,2025,Barmm,MAGUINDANAO,SULTAN KUDARAT,41,205,1,,,,,,,,,,
CRISING-EMONG-DANTE,2025,10,LANAO DEL NORTE,SULTAN NAGA DIMAPORO,44,188,10,,,,1,42,43,,,,
CRISING-EMONG-DANTE,2025,1,ILOCOS SUR,SUYO,44,123,5,,,,0,16,16,,,,
CRISING-EMONG-DANTE,2025,4A,BATANGAS,TAAL,171,567,12,,,,0,5,5,0,17050,['OTHER'],['OTHERS']
CRISING-EMONG-DANTE,2025,5,ALBAY,TABACO CITY,106,110,1,,,,,,,105,29250,['HOT MEAL'],['READY TO EAT FOOD']
CRISING-EMONG-DANTE,2025,Car,KALINGA,TABUK,7,20,2,,,,1,0,1,0,13709.98,"['FINANCIAL', 'RELIEF ASSISTANCE']",['FINANCIAL / SOCIAL ASSISTANCE']
CRISING-EMONG-DANTE,2025,Car,KALINGA,TADIAN,,,,,,,,,,76,77085.2,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
CRISING-EMONG-DANTE,2025,Car,MOUNTAIN PROVINCE,TADIAN,43,141,12,,,,0,7,7,,,,
CRISING-EMONG-DANTE,2025,4A,CAVITE,TAGAYTAY CITY,102,385,10,,,,0,3,3,,,,
CRISING-EMONG-DANTE,2025,4A,QUEZON,TAGKAWAYAN,5426,19898,45,,,,,,,,,,
CRISING-EMONG-DANTE,2025,1,ILOCOS SUR,TAGUDIN,4676,15533,43,,,,4,951,955,0,300000,['VARIOUS'],['OTHERS']
CRISING-EMONG-DANTE,2025,Ncr,NCR,TAGUIG CITY,20067,80089,21,,,,,,,20689,11514360.58,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,3,NUEVA ECIJA,TALAVERA,214,823,8,,,,,,,406,312666.69,"['FAMILY FOOD PACK', 'READY TO EAT FOOD']","['FAMILY FOOD PACK', 'READY TO EAT FOOD']"
CRISING-EMONG-DANTE,2025,7,BOHOL,TALIBON,8,5077,1,,,,,,,,,,
CRISING-EMONG-DANTE,2025,4A,BATANGAS,TALISAY CITY,384,1531,15,,,,0,1,1,0,399735,['NON FOOD ITEM'],['OTHERS']
CRISING-EMONG-DANTE,2025,7,CEBU,TALISAY CITY,32,117,2,,,,0,2,2,,,,
CRISING-EMONG-DANTE,2025,3,NUEVA ECIJA,TALUGTUG,77,225,1,,,,,,,,,,
CRISING-EMONG-DANTE,2025,9,ZAMBOANGA DEL NORTE,TAMPILISAN,,,,,,,0,1,1,,,,
CRISING-EMONG-DANTE,2025,4A,BATANGAS,TANAUAN CITY,462,1806,18,,,,0,3,3,0,187819.45,"['NON FOOD ITEM', 'OTHER']",['OTHERS']
CRISING-EMONG-DANTE,2025,4A,RIZAL,TANAY,3098,14880,13,2,0,0,,,,0,1356648.26,"['NON FOOD ITEM', 'OTHER']",['OTHERS']
CRISING-EMONG-DANTE,2025,6,AKLAN,TANGALAN,0,0,0,,,,,,,,,,
CRISING-EMONG-DANTE,2025,10,LANAO DEL NORTE,TANGCAL,2,8,1,,,,2,0,2,,,,
CRISING-EMONG-DANTE,2025,12,SOUTH COTABATO,TANTANGAN,118,590,3,,,,,,,,,,
CRISING-EMONG-DANTE,2025,4A,CAVITE,TANZA,4806,19361,11,1,0,0,1,0,1,0,4853200,['NON FOOD ITEM'],['OTHERS']
CRISING-EMONG-DANTE,2025,6,CAPIZ,TAPAZ,0,0,0,,,,,,,,,,
CRISING-EMONG-DANTE,2025,3,TARLAC,TARLAC,5319,16540,42,,,,,,,640,462867.2,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,4A,QUEZON,TAYABAS,7,31,2,,,,,,,,,,
CRISING-EMONG-DANTE,2025,4A,BATANGAS,TAYSAN,1,5,1,,,,0,0,0,,,,
CRISING-EMONG-DANTE,2025,4A,RIZAL,TAYTAY,6324,25215,5,,,,5,2,7,200,9062948,"['HYGIENE KIT', 'NON FOOD ITEM', 'OTHER']","['HYGIENE KIT', 'OTHERS']"
CRISING-EMONG-DANTE,2025,4B,PALAWAN,TAYTAY,1631,7932,11,,,,3,1,4,2696,1645431.48,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,1,PANGASINAN,TAYUG,300,1181,10,,,,,,,,,,
CRISING-EMONG-DANTE,2025,Car,ABRA,TAYUM,90,245,1,,,,,,,,,,
CRISING-EMONG-DANTE,2025,4A,RIZAL,TERESA,16,63,3,,,,,,,,,,
CRISING-EMONG-DANTE,2025,4A,CAVITE,TERNATE,1579,6055,9,,,,47,50,97,0,452995,"['NON FOOD ITEM', 'OTHER']",['OTHERS']
CRISING-EMONG-DANTE,2025,4A,QUEZON,TIAONG,250,929,13,,,,,,,,,,
CRISING-EMONG-DANTE,2025,6,ANTIQUE,TIBIAO,335,1170,16,,,,0,8,8,392,318131.61,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
CRISING-EMONG-DANTE,2025,6,ILOILO,TIGBAUAN,2837,9200,41,,,,12,116,128,2841,1809032.03,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,Car,ABRA,TINEG,1773,4753,10,,,,,,,1523,2147136.91,"['FAMILY FOOD PACK', 'RELIEF ASSISTANCE']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
CRISING-EMONG-DANTE,2025,4A,BATANGAS,TINGLOY,6234,14311,15,,,,0,4,4,,,,
CRISING-EMONG-DANTE,2025,Car,IFUGAO,TINOC,1,6,1,,,,0,1,1,3,7873.7,"['FAMILY FOOD PACK', 'FINANCIAL', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT']"
CRISING-EMONG-DANTE,2025,9,ZAMBOANGA SIBUGAY,TITAY,3,19,1,,,,,,,,,,
CRISING-EMONG-DANTE,2025,6,ANTIQUE,TOBIAS FORNIER,264,938,22,,,,0,2,2,265,174630,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
CRISING-EMONG-DANTE,2025,4B,MARINDUQUE,TORRIJOS,65,227,4,,,,,,,,,,
CRISING-EMONG-DANTE,2025,4A,CAVITE,TRECE MARTIRES CITY,31,120,5,,,,,,,,,,
CRISING-EMONG-DANTE,2025,Car,BENGUET,TUBA,114,439,9,0,3,0,8,45,53,197,284580.12,"['FAMILY FOOD PACK', 'FAMILY KIT', 'FINANCIAL', 'HYGIENE KIT', 'KITCHEN KIT', 'READY TO EAT FOOD', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE', 'HYGIENE KIT', 'KITCHEN KIT', 'OTHERS', 'READY TO EAT FOOD', 'SLEEPING KIT']"
CRISING-EMONG-DANTE,2025,1,LA UNION,TUBAO,179,676,8,,,,1,0,1,0,103125,['VARIOUS'],['OTHERS']
CRISING-EMONG-DANTE,2025,Caraga,AGUSAN DEL NORTE,TUBAY,16,51,1,,,,,,,,,,
CRISING-EMONG-DANTE,2025,Car,BENGUET,TUBLAY,684,2721,8,,,,0,6,6,,,,
CRISING-EMONG-DANTE,2025,Car,ABRA,TUBO,8,20,4,,,,,,,0,1170,['RELIEF ASSISTANCE'],['FINANCIAL / SOCIAL ASSISTANCE']
CRISING-EMONG-DANTE,2025,10,LANAO DEL NORTE,TUBOD,3,12,3,,,,2,1,3,,,,
CRISING-EMONG-DANTE,2025,6,ILOILO,TUBUNGAN,191,758,24,,,,0,9,9,149,82426.8,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,2,CAGAYAN,TUGUEGARAO CITY,183,623,5,,,,,,,,,,
CRISING-EMONG-DANTE,2025,4A,BATANGAS,TUY,302,1059,17,,,,1,181,182,0,14050,['OTHER'],['OTHERS']
CRISING-EMONG-DANTE,2025,7,BOHOL,UBAY,15,7751,1,,,,,,,,,,
CRISING-EMONG-DANTE,2025,1,PANGASINAN,UMINGAN,6043,22603,41,,,,,,,3038,1823559.5,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,4A,QUEZON,UNISAN,60,45,2,,,,,,,,,,
CRISING-EMONG-DANTE,2025,Barmm,MAGUINDANAO,UPI,,,,,,,1,16,17,,,,
CRISING-EMONG-DANTE,2025,1,PANGASINAN,URBIZTONDO,6076,30380,21,,,,0,33,33,9204,4133650,"['FAMILY FOOD PACK', 'VARIOUS']","['FAMILY FOOD PACK', 'OTHERS']"
CRISING-EMONG-DANTE,2025,1,PANGASINAN,URDANETA,10232,29902,29,,,,1,6,7,3974,4396035.77,"['FAMILY FOOD PACK', 'VARIOUS']","['FAMILY FOOD PACK', 'OTHERS']"
CRISING-EMONG-DANTE,2025,6,ANTIQUE,VALDERRAMA,177,613,15,,,,,,,26,56182,"['FAMILY FOOD PACK', 'FINANCIAL']","['FAMILY FOOD PACK', 'FINANCIAL / SOCIAL ASSISTANCE']"
CRISING-EMONG-DANTE,2025,10,BUKIDNON,VALENCIA,2,11,2,,,,2,0,2,,,,
CRISING-EMONG-DANTE,2025,Ncr,NCR,VALENZUELA,12229,48611,33,,,,,,,12426,7686198.06,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,6,NEGROS OCCIDENTAL,VALLADOLID,16,6849,1,,,,0,12,12,0,5414397.58,,
CRISING-EMONG-DANTE,2025,3,TARLAC,VICTORIA,859,3345,10,,,,,,,,,,
CRISING-EMONG-DANTE,2025,4A,LAGUNA,VICTORIA,1185,5088,7,,,,,,,0,40720,['NON FOOD ITEM'],['OTHERS']
CRISING-EMONG-DANTE,2025,4B,ORIENTAL MINDORO,VICTORIA,1283,4439,16,,,,,,,500,471180,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,5,CATANDUANES,VIGA,618,2472,10,,,,,,,,,,
CRISING-EMONG-DANTE,2025,1,ILOCOS SUR,VIGAN,173,581,14,,,,2,12,14,122,177559.72,"['FAMILY FOOD PACK', 'HYGIENE KIT', 'SLEEPING KIT', 'VARIOUS']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'OTHERS', 'SLEEPING KIT']"
CRISING-EMONG-DANTE,2025,1,PANGASINAN,VILLASIS,383,1404,4,,,,,,,383,153200,['VARIOUS'],['OTHERS']
CRISING-EMONG-DANTE,2025,Car,ABRA,VILLAVICIOSA,17,38,1,,,,,,,17,33769,"['FAMILY FOOD PACK', 'HOT MEAL']","['FAMILY FOOD PACK', 'READY TO EAT FOOD']"
CRISING-EMONG-DANTE,2025,1,ILOCOS NORTE,VINTAR,420,2092,10,,,,0,1,1,68,50573.64,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,5,CATANDUANES,VIRAC,27,27,0,,,,,,,,,,
CRISING-EMONG-DANTE,2025,9,ZAMBOANGA CITY,ZAMBOANGA CITY,945,4022,30,,,,81,125,206,685,489775,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
CRISING-EMONG-DANTE,2025,3,NUEVA ECIJA,ZARAGOZA,4121,14896,13,,,,,,,1725,1339651.99,"['FAMILY FOOD PACK', 'FAMILY KIT', 'HYGIENE KIT', 'READY TO EAT FOOD', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'OTHERS', 'READY TO EAT FOOD', 'SLEEPING KIT']"
CRISING-EMONG-DANTE,2025,6,ILOILO,ZARRAGA,2017,6808,15,,,,1,2,3,2062,1323726.5,"['FAMILY FOOD PACK', 'SLEEPING KIT']","['FAMILY FOOD PACK', 'SLEEPING KIT']"
DANTE,2021,5,MASBATE,AROROY,0,0,0,,,,,,,,,,
DANTE,2021,8,EASTERN SAMAR,ARTECHE,4069,12771,0,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,BAAO,0,0,0,,,,,,,,,,
DANTE,2021,5,ALBAY,BACACAY,53,182,1,,,,,,,,,,
DANTE,2021,Caraga,SURIGAO DEL NORTE,BACUAG,233,820,4,,,,,,,,,,
DANTE,2021,5,CATANDUANES,BAGAMANOC,0,0,0,,,,,,,,,,
DANTE,2021,8,EASTERN SAMAR,BALANGIGA,4148,16276,0,,,,,,,,,,
DANTE,2021,6,ILOILO,BALASAN,500,1769,10,,,,,,,0,100000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
DANTE,2021,5,CAMARINES SUR,BALATAN,0,0,0,,,,,,,,,,
DANTE,2021,4A,BATANGAS,BALAYAN,140,522,16,,,,9,149,158,,,,
DANTE,2021,5,MASBATE,BALENO,0,0,0,,,,,,,,,,
DANTE,2021,5,MASBATE,BALUD,11,55,2,,,,,,,,,,
DANTE,2021,4B,ROMBLON,BANTON,3,15,1,,,,,,,,,,
DANTE,2021,5,CATANDUANES,BARAS,0,0,0,,,,,,,,,,
DANTE,2021,5,SORSOGON,BARCELONA,0,0,0,,,,,,,,,,
DANTE,2021,7,NEGROS ORIENTAL,BASAY,6,24,1,,,,,,,,,,
DANTE,2021,5,CAMARINES NORTE,BASUD,0,0,0,,,,,,,,,,
DANTE,2021,4A,BATANGAS,BATANGAS CITY,2,8,1,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,BATO,0,0,0,,,,,,,,,,
DANTE,2021,5,CATANDUANES,BATO,0,0,0,,,,,,,,,,
DANTE,2021,5,MASBATE,BATUAN,0,0,0,,,,,,,,,,
DANTE,2021,8,BILIRAN,BILIRAN,1000,5000,0,,,,1,32,33,2000,1087860,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
DANTE,2021,6,NEGROS OCCIDENTAL,BINALBAGAN,300,1152,4,,,,,,,0,45458,"['SACK RICE, SARDINES']",['FAMILY FOOD PACK']
DANTE,2021,4B,MARINDUQUE,BOAC,47,118,4,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,BOMBON,0,0,0,,,,,,,,,,
DANTE,2021,4B,MARINDUQUE,BUENAVISTA,58,177,8,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,BUHI,0,0,0,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,BULA,0,0,0,,,,,,,,,,
DANTE,2021,5,SORSOGON,BULAN,0,0,0,,,,,,,,,,
DANTE,2021,5,SORSOGON,BULUSAN,0,0,0,,,,,,,,,,
DANTE,2021,6,AKLAN,BURUANGA,2,6,1,,,,,,,0,1138,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
DANTE,2021,Caraga,BUTUAN CITY,BUTUAN,1338,4980,10,,,,,,,,,,
DANTE,2021,Caraga,AGUSAN DEL NORTE,CABADBARAN CITY,921,4605,15,,,,,,,,,,
DANTE,2021,8,BILIRAN,CABUCGAYAN,995,4975,0,,,,1,3,4,,,,
DANTE,2021,5,CAMARINES SUR,CABUSAO,0,0,0,,,,,,,,,,
DANTE,2021,4B,ROMBLON,CAJIDIOCAN,3,13,1,1,0,0,,,,,,,
DANTE,2021,5,CAMARINES SUR,CALABANGA,0,0,0,,,,,,,,,,
DANTE,2021,4A,BATANGAS,CALACA CITY,87,345,32,,,,,,,,,,
DANTE,2021,4A,BATANGAS,CALATAGAN,58,208,13,,,,2,55,57,,,,
DANTE,2021,4B,ROMBLON,CALATRAVA,,,,,,,0,2,2,,,,
DANTE,2021,8,LEYTE,CALUBIAN,765,2271,0,3,0,0,13,34,47,2,20000,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
DANTE,2021,5,ALBAY,CAMALIG,146,705,2,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,CAMALIGAN,0,0,0,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,CANAMAN,0,0,0,,,,,,,,,,
DANTE,2021,7,BOHOL,CANDIJAY,,,,,,,0,1,1,,,,
DANTE,2021,5,CAMARINES NORTE,CAPALONGA,0,0,0,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,CARAMOAN,0,0,0,,,,,,,,,,
DANTE,2021,5,CATANDUANES,CARAMOAN,0,0,0,,,,,,,,,,
DANTE,2021,11,DAVAO DEL NORTE,CARMEN,5971,29855,7,,,,,,,0,911200,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
DANTE,2021,5,SORSOGON,CASIGURAN,0,0,0,,,,,,,,,,
DANTE,2021,5,SORSOGON,CASTILLA,0,0,0,,,,,,,,,,
DANTE,2021,5,MASBATE,CATAINGAN,0,0,0,,,,,,,,,,
DANTE,2021,8,SAMAR,CATBALOGAN,333,1665,0,,,,4,329,333,,,,
DANTE,2021,5,MASBATE,CAWAYAN,0,0,0,,,,,,,,,,
DANTE,2021,5,MASBATE,CLAVERIA,0,0,0,,,,,,,,,,
DANTE,2021,11,DAVAO DE ORO,COMPOSTELA,11,48,3,,,,,,,,,,
DANTE,2021,7,CEBU,COMPOSTELA,7,26,3,,,,,,,,,,
DANTE,2021,4B,ROMBLON,CORCUERA,3,15,1,,,,,,,,,,
DANTE,2021,8,BILIRAN,CULABA,1,6,0,,,,0,1,1,,,,
DANTE,2021,5,CAMARINES NORTE,DAET,0,0,0,,,,,,,,,,
DANTE,2021,7,CEBU,DANAO CITY,120,522,5,,,,,,,,,,
DANTE,2021,5,ALBAY,DARAGA,40,127,2,,,,,,,,,,
DANTE,2021,8,SAMAR,DARAM,61,305,0,,,,2,59,61,,,,
DANTE,2021,11,DAVAO CITY,DAVAO CITY,160,612,9,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,DEL GALLEGO,0,0,0,,,,,,,,,,
DANTE,2021,5,MASBATE,DIMASALANG,0,0,0,,,,,,,,,,
DANTE,2021,13,DINAGAT ISLANDS,DINAGAT,57,127,1,,,,,,,,,,
DANTE,2021,5,SORSOGON,DONSOL,0,0,0,,,,,,,,,,
DANTE,2021,7,CEBU,DUMANJUG,,,,0,0,1,,,,,,,
DANTE,2021,5,MASBATE,ESPERANZA,151,535,11,,,,0,256,256,,,,
DANTE,2021,4B,ROMBLON,FERROL,2,10,1,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,GAINZA,0,0,0,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,GARCHITORENA,0,0,0,,,,,,,,,,
DANTE,2021,4B,MARINDUQUE,GASAN,56,190,5,,,,,,,,,,
DANTE,2021,5,CATANDUANES,GIGMOTO,0,0,0,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,GOA,0,0,0,,,,,,,,,,
DANTE,2021,5,SORSOGON,GUBAT,0,0,0,,,,,,,,,,
DANTE,2021,5,ALBAY,GUINOBATAN,122,434,5,,,,,,,,,,
DANTE,2021,6,NEGROS OCCIDENTAL,HIMAMAYLAN,2509,12494,9,,,,45,2464,2509,0,130000,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
DANTE,2021,6,NEGROS OCCIDENTAL,HINOBA AN,450,1878,4,,,,33,85,118,0,393421,['FINANCIAL'],['FINANCIAL / SOCIAL ASSISTANCE']
DANTE,2021,5,CAMARINES SUR,IRIGA CITY,0,0,0,,,,,,,,,,
DANTE,2021,5,SORSOGON,IROSIN,5,9,1,,,,,,,,,,
DANTE,2021,6,NEGROS OCCIDENTAL,ISABELA,82,261,4,,,,2,3,5,0,25928,['FOOD'],['FAMILY FOOD PACK']
DANTE,2021,Caraga,AGUSAN DEL NORTE,JABONGA,518,1847,10,,,,,,,,,,
DANTE,2021,5,CAMARINES NORTE,JOSE PANGANIBAN,0,0,0,,,,,,,,,,
DANTE,2021,5,ALBAY,JOVELLAR,40,162,3,,,,,,,,,,
DANTE,2021,5,SORSOGON,JUBAN,102,342,6,,,,,,,,,,
DANTE,2021,8,BILIRAN,KAWAYAN,166,797,0,,,,5,161,166,,,,
DANTE,2022,8,BILIRAN,KAWAYAN,212,891,15,0,7,0,0,12,12,200,125000,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
DANTE,2021,5,CAMARINES NORTE,LABO,0,0,0,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,LAGONOY,0,0,0,,,,,,,,,,
DANTE,2021,4A,BATANGAS,LAUREL,1,5,1,,,,0,1,1,,,,
DANTE,2021,5,ALBAY,LEGAZPI CITY,0,0,0,,,,,,,,,,
DANTE,2021,4A,BATANGAS,LIAN,126,539,11,,,,11,115,126,,,,
DANTE,2021,5,CAMARINES SUR,LIBMANAN,0,0,0,,,,,,,,,,
DANTE,2021,5,ALBAY,LIBON,0,0,0,,,,,,,,,,
DANTE,2021,5,ALBAY,LIGAO CITY,279,942,15,,,,,,,,,,
DANTE,2021,7,BOHOL,LILA,189,756,10,,,,,,,,,,
DANTE,2021,7,CEBU,LILOAN,27,103,2,,,,,,,,,,
DANTE,2021,7,BOHOL,LOAY,141,618,7,,,,,,,,,,
DANTE,2021,7,BOHOL,LOBOC,14,41,2,,,,,,,,,,
DANTE,2021,4B,ROMBLON,LOOC,15,64,3,,,,2,3,5,,,,
DANTE,2021,4A,LAGUNA,LOS BAÑOS,6,28,1,,,,,,,,,,
DANTE,2021,4B,OCCIDENTAL MINDORO,LUBANG,10,31,1,,,,2,2,4,,,,
DANTE,2021,5,CAMARINES SUR,LUPI,0,0,0,,,,,,,,,,
DANTE,2021,11,DAVAO ORIENTAL,LUPON,,,,0,2,0,,,,,,,
DANTE,2021,8,SOUTHERN LEYTE,MAASIN,3311,16460,0,,,,7,312,319,2535,2911719.48,"['FAMILY FOOD PACK', 'FAMILY KIT', 'HYGIENE KIT']","['FAMILY FOOD PACK', 'HYGIENE KIT', 'OTHERS']"
DANTE,2021,11,DAVAO DE ORO,MACO,5,25,1,2,0,0,2,3,5,,,,
DANTE,2021,5,SORSOGON,MAGALLANES,0,0,0,,,,,,,,,,
DANTE,2021,5,CAMARINES SUR,MAGARAO,0,0,0,,,,,,,,,,
DANTE,2021,4B,ROMBLON,MAGDIWANG,7,35,1,,,,,,,7,4900,['FAMILY FOOD PACK'],['FAMILY FOOD PACK']
